month,company,company_code,mine,ministry_owned_company,region,region_code,mark,extraction_fact,extraction_plan,ash_percent_fact,ash_percent_plan
02.2019,ДП Львiввугiлля,32323256,ш.Лiсова,1,Львiвська область,4600000000,Г(Г2),21000.0,16800.0,28.2,28.700000762939453
02.2019,ДП Львiввугiлля,32323256,ш.Червоноградська,1,Львiвська область,4600000000,ГЖ,20002.0,17500.0,50.4000099990001,50.400001525878906
02.2019,ДП Львiввугiлля,32323256,ш.Степова,1,Львiвська область,4600000000,Г(Г2),23400.0,19300.0,32.91923076923077,36.20000076293945
02.2019,ПАТ ш.Надiя,00178175,ПАТ ш.Надiя,1,Львiвська область,4600000000,ГЖ,11150.0,11000.0,31.673094830705445,32.0
02.2019,ДП Волиньвугiлля,32365965,ш.Бужанська,1,Волинська область,0700000000,ДГ,1262.0,900.0,55.247226624405705,47.29999923706055
02.2019,ДП Волиньвугiлля,32365965,ш.N 9 Нововолинська,1,Волинська область,0700000000,ДГ,4680.0,4200.0,28.86239316239316,28.799999237060547
02.2019,ДП Волиньвугiлля,32365965,* - TOB Краснолиманська не надає інформацію з 5.09.2018р.,1,Волинська область,0700000000,,,,,
01.2019,ДП ш/у Пiвденнодонбаське1,34032208,ДП ш/у Пiвденнодонбаське1,1,Донецька область,1400000000,ДГ,55077.0,30000.0,43.849162153570276,48.0
01.2019,"ДП ""Шахта ім.М.С.Сургая """,40695853,"ДП ""Шахта ім.М.С.Сургая """,1,Донецька область,1400000000,Г(Г2),41800.0,41700.0,28.237200995723597,33.400001525878906
01.2019,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Родинська""",1,Донецька область,1400000000,ГЖП,850.0,0.0,30.904705882352943,0.0
01.2019,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Центральна""",1,Донецька область,1400000000,ГЖП,1260.0,1000.0,33.28809523809524,34.5
01.2019,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Капітальна""",1,Донецька область,1400000000,ГЖП,36500.0,40000.0,57.98041095890411,51.900001525878906
01.2019,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""5/6"" ",1,Донецька область,1400000000,Г(Г2),2440.0,2000.0,32.162295081967216,35.099998474121094
01.2019,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Курахiвська""",1,Донецька область,1400000000,ДГ,315.0,1000.0,42.76190476190476,45.599998474121094
01.2019,ДП Селидiввугiлля,33426253,"ВП ""Шахта 1-3 ""Новогродiвська""",1,Донецька область,1400000000,Г(Г2),1160.0,4000.0,19.251724137931035,32.099998474121094
01.2019,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Котляревська""",1,Донецька область,1400000000,Г(Г1),600.0,1000.0,23.426666666666666,44.29999923706055
01.2019,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Україна""",1,Донецька область,1400000000,ДГ,8364.0,9000.0,46.79387852702057,44.900001525878906
01.2019,ДП Торецьквугiлля,33839013,"ВП ""Шахта ""Центральна""",1,Донецька область,1400000000,Ж,12060.0,14000.0,36.31028192371476,36.5
01.2019,ДП Торецьквугiлля,33839013,"ВП ""Шахта ""Торецька""",1,Донецька область,1400000000,Ж,6168.0,6000.0,33.0,34.79999923706055
01.2019,ДП Первомайськвугiлля,32320594,ш.Тошкiвська,1,Луганська область,4400000000,ДГ,2500.0,3000.0,22.416,24.0
01.2019,ДП Первомайськвугiлля,32320594,ш.Гiрська,1,Луганська область,4400000000,Г(Г2),4340.0,14000.0,52.70622119815668,44.5
01.2019,ДП Первомайськвугiлля,32320594,ш.Золоте,1,Луганська область,4400000000,Г(Г1),355.0,500.0,27.0,41.0
01.2019,ДП Первомайськвугiлля,32320594,ш.Карбонiт,1,Луганська область,4400000000,Г(Г2),5035.0,6000.0,22.11082423038729,25.100000381469727
01.2019,"ПАТ ""Лисичанськвугiлля""",32359108,ш.iм.Г.Г.Капустiна,1,Луганська область,4400000000,ДГ,1810.0,2000.0,28.729834254143647,28.299999237060547
01.2019,"ПАТ ""Лисичанськвугiлля""",32359108,ш.Привільняньска,1,Луганська область,4400000000,ДГ,1060.0,1000.0,48.31509433962264,46.20000076293945
01.2019,"ПАТ ""Лисичанськвугiлля""",32359108,ш.Новодружеська,1,Луганська область,4400000000,ДГ,360.0,300.0,39.36666666666667,32.79999923706055
01.2019,"ПАТ ""Лисичанськвугiлля""",32359108,ш.iм.Д.Ф.Мельникова,1,Луганська область,4400000000,ДГ,18388.0,15000.0,52.14618229279965,46.29999923706055
01.2019,ДП Львiввугiлля,32323256,ш.Великомостiвська,1,Львiвська область,4600000000,Г(Г2),17631.0,17600.0,44.95252679938744,45.0
01.2019,ДП Львiввугiлля,32323256,ш.Межирiчанська,1,Львiвська область,4600000000,Г(Г2),15498.0,12900.0,48.36733772099626,48.400001525878906
01.2019,ДП Львiввугiлля,32323256,ш.Вiдродження,1,Львiвська область,4600000000,Г(Г2),17469.0,14800.0,51.29984544049459,51.29999923706055
01.2019,ДП Львiввугiлля,32323256,ш.Лiсова,1,Львiвська область,4600000000,Г(Г2),22000.0,17500.0,28.594545454545454,28.700000762939453
01.2019,ДП Львiввугiлля,32323256,ш.Червоноградська,1,Львiвська область,4600000000,ГЖ,19432.0,18200.0,49.48939892960066,50.400001525878906
01.2019,ДП Львiввугiлля,32323256,ш.Степова,1,Львiвська область,4600000000,Г(Г2),24100.0,18700.0,34.058091286307054,36.20000076293945
01.2019,ПАТ ш.Надiя,00178175,ПАТ ш.Надiя,1,Львiвська область,4600000000,ГЖ,11000.0,11000.0,30.57409081025557,32.0
01.2019,ДП Волиньвугiлля,32365965,ш.Бужанська,1,Волинська область,0700000000,ДГ,680.0,1300.0,48.67058823529412,47.29999923706055
01.2019,ДП Волиньвугiлля,32365965,ш.N 9 Нововолинська,1,Волинська область,0700000000,ДГ,2120.0,4000.0,28.777358490566037,28.799999237060547
01.2019,ДП Волиньвугiлля,32365965,* - TOB Краснолиманська не надає інформацію з 5.09.2018р.,1,Волинська область,0700000000,,,,,
12.2018,ДП ш/у Пiвденнодонбаське1,34032208,ДП ш/у Пiвденнодонбаське1,1,Донецька область,1400000000,ДГ,47020.0,35000.0,43.29999923706055,46.29999923706055
12.2018,"ДП ""Шахта ім.М.С.Сургая """,40695853,"ДП ""Шахта ім.М.С.Сургая """,1,Донецька область,1400000000,Г(Г2),42020.0,40000.0,,43.20000076293945
12.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Родинська""",1,Донецька область,1400000000,ГЖП,200.0,0.0,31.0,
12.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Центральна""",1,Донецька область,1400000000,ГЖП,1800.0,3000.0,30.700000762939453,30.299999237060547
12.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Капітальна""",1,Донецька область,1400000000,ГЖП,43600.0,40000.0,55.29999923706055,49.5
12.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""5/6"" ",1,Донецька область,1400000000,Г(Г2),2400.0,5000.0,33.0,36.099998474121094
12.2018,"ДП ""ВК Краснолиманська""",31599557,"ДП ""ВК Краснолиманська""",1,Донецька область,1400000000,,0.0,0.0,,
12.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Курахiвська""",1,Донецька область,1400000000,ДГ,12500.0,24000.0,40.5,40.900001525878906
12.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта 1-3 ""Новогродiвська""",1,Донецька область,1400000000,Г(Г2),920.0,1000.0,23.0,47.5
12.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Котляревська""",1,Донецька область,1400000000,Г(Г1),760.0,1000.0,24.399999618530273,40.29999923706055
12.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Україна""",1,Донецька область,1400000000,ДГ,11028.0,11000.0,42.79999923706055,43.79999923706055
12.2018,ДП Торецьквугiлля,33839013,"ВП ""Шахта ""Центральна""",1,Донецька область,1400000000,Ж,11529.0,18000.0,35.599998474121094,36.5
12.2018,ДП Торецьквугiлля,33839013,"ВП ""Шахта ""Торецька""",1,Донецька область,1400000000,Ж,6722.0,6500.0,33.0,34.79999923706055
12.2018,ДП Первомайськвугiлля,32320594,ш.Тошкiвська,1,Луганська область,4400000000,ДГ,2350.0,3000.0,20.100000381469727,25.299999237060547
12.2018,ДП Первомайськвугiлля,32320594,ш.Гiрська,1,Луганська область,4400000000,Г(Г2),7000.0,16000.0,51.79999923706055,45.20000076293945
12.2018,ДП Первомайськвугiлля,32320594,ш.Золоте,1,Луганська область,4400000000,Г(Г1),300.0,1000.0,21.600000381469727,43.5
12.2018,ДП Первомайськвугiлля,32320594,ш.Карбонiт,1,Луганська область,4400000000,Г(Г2),3600.0,6000.0,21.100000381469727,31.799999237060547
12.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.iм.Г.Г.Капустiна,1,Луганська область,4400000000,ДГ,1520.0,1000.0,30.5,19.5
12.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.Привільняньска,1,Луганська область,4400000000,ДГ,1010.0,1000.0,48.79999923706055,44.599998474121094
12.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.Новодружеська,1,Луганська область,4400000000,ДГ,300.0,1000.0,39.400001525878906,19.5
12.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.iм.Д.Ф.Мельникова,1,Луганська область,4400000000,ДГ,18723.0,27000.0,52.20000076293945,46.70000076293945
12.2018,ДП Львiввугiлля,32323256,ш.Великомостiвська,1,Львiвська область,4600000000,Г(Г2),20547.0,18000.0,40.5,40.5
12.2018,ДП Львiввугiлля,32323256,ш.Межирiчанська,1,Львiвська область,4600000000,Г(Г2),12180.0,10600.0,48.599998474121094,54.599998474121094
12.2018,ДП Львiввугiлля,32323256,ш.Вiдродження,1,Львiвська область,4600000000,Г(Г2),17785.0,22600.0,51.20000076293945,51.20000076293945
12.2018,ДП Львiввугiлля,32323256,ш.Лiсова,1,Львiвська область,4600000000,Г(Г2),24276.0,19400.0,26.200000762939453,34.70000076293945
12.2018,ДП Львiввугiлля,32323256,ш.Червоноградська,1,Львiвська область,4600000000,ГЖ,17858.0,17000.0,54.099998474121094,54.099998474121094
12.2018,ДП Львiввугiлля,32323256,ш.Степова,1,Львiвська область,4600000000,Г(Г2),27900.0,11700.0,30.700000762939453,38.20000076293945
12.2018,ПАТ ш.Надiя,00178175,ПАТ ш.Надiя,1,Львiвська область,4600000000,ГЖ,12300.0,11400.0,,33.0
12.2018,ДП Волиньвугiлля,32365965,ш.Бужанська,1,Волинська область,0700000000,ДГ,535.0,6500.0,45.599998474121094,43.0
12.2018,ДП Волиньвугiлля,32365965,ш.N 9 Нововолинська,1,Волинська область,0700000000,ДГ,4105.0,7300.0,27.799999237060547,30.5
11.2018,ДП ш/у Пiвденнодонбаське1,34032208,ДП ш/у Пiвденнодонбаське1,1,Донецька область,1400000000,ДГ,53757.0,33000.0,42.34892355442393,46.29999923706055
11.2018,"ДП ""Шахта ім.М.С.Сургая """,40695853,"ДП ""Шахта ім.М.С.Сургая """,1,Донецька область,1400000000,Г(Г2),45520.0,43000.0,30.451296628254788,43.20000076293945
11.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Родинська""",1,Донецька область,1400000000,ГЖП,315.0,0.0,30.974603174603175,0.0
11.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Центральна""",1,Донецька область,1400000000,ГЖП,1560.0,2000.0,29.93717948717949,30.299999237060547
11.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Капітальна""",1,Донецька область,1400000000,ГЖП,37500.0,69000.0,55.79077134986226,49.5
11.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""5/6"" ",1,Донецька область,1400000000,Г(Г2),2625.0,5000.0,31.72952380952381,36.099998474121094
11.2018,"ДП ""ВК Краснолиманська""",31599557,"ДП ""ВК Краснолиманська""",1,Донецька область,1400000000,,0.0,0.0,0.0,0.0
11.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Курахiвська""",1,Донецька область,1400000000,ДГ,12900.0,18000.0,39.11279069767442,40.900001525878906
11.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта 1-3 ""Новогродiвська""",1,Донецька область,1400000000,Г(Г2),600.0,1000.0,19.503333333333334,47.5
11.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Котляревська""",1,Донецька область,1400000000,Г(Г1),600.0,1000.0,15.193333333333333,40.29999923706055
11.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Україна""",1,Донецька область,1400000000,ДГ,7001.0,11000.0,43.187258963005284,43.79999923706055
11.2018,ДП Торецьквугiлля,33839013,"ВП ""Шахта ""Центральна""",1,Донецька область,1400000000,Ж,11471.0,18000.0,35.5173045070177,36.5
11.2018,ДП Торецьквугiлля,33839013,"ВП ""Шахта ""Торецька""",1,Донецька область,1400000000,Ж,6808.0,6500.0,32.838719153936545,34.79999923706055
11.2018,ДП Первомайськвугiлля,32320594,ш.Тошкiвська,1,Луганська область,4400000000,ДГ,1880.0,3000.0,19.590425531914892,25.299999237060547
11.2018,ДП Первомайськвугiлля,32320594,ш.Гiрська,1,Луганська область,4400000000,Г(Г2),7500.0,15000.0,51.29333333333334,45.20000076293945
11.2018,ДП Первомайськвугiлля,32320594,ш.Золоте,1,Луганська область,4400000000,Г(Г1),40.0,1000.0,44.9,43.5
11.2018,ДП Первомайськвугiлля,32320594,ш.Карбонiт,1,Луганська область,4400000000,Г(Г2),5600.0,6000.0,21.428571428571427,31.799999237060547
11.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.iм.Г.Г.Капустiна,1,Луганська область,4400000000,ДГ,550.0,1000.0,30.794545454545453,19.5
11.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.Привільняньска,1,Луганська область,4400000000,ДГ,815.0,1000.0,48.49447852760736,44.599998474121094
11.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.Новодружеська,1,Луганська область,4400000000,ДГ,323.0,1000.0,39.3405572755418,19.5
11.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.iм.Д.Ф.Мельникова,1,Луганська область,4400000000,ДГ,13536.0,27000.0,52.184988179669034,46.70000076293945
11.2018,ДП Львiввугiлля,32323256,ш.Великомостiвська,1,Львiвська область,4600000000,Г(Г2),15295.0,12000.0,44.20006538084341,44.20000076293945
11.2018,ДП Львiввугiлля,32323256,ш.Межирiчанська,1,Львiвська область,4600000000,Г(Г2),16282.0,10500.0,50.0,50.79999923706055
11.2018,ДП Львiввугiлля,32323256,ш.Вiдродження,1,Львiвська область,4600000000,Г(Г2),10000.0,10700.0,45.4001,47.400001525878906
11.2018,ДП Львiввугiлля,32323256,ш.Лiсова,1,Львiвська область,4600000000,Г(Г2),25500.0,20300.0,30.0,34.70000076293945
11.2018,ДП Львiввугiлля,32323256,ш.Червоноградська,1,Львiвська область,4600000000,ГЖ,18150.0,17400.0,52.2998347107438,52.29999923706055
11.2018,ДП Львiввугiлля,32323256,ш.Степова,1,Львiвська область,4600000000,Г(Г2),19100.0,14000.0,29.6,38.20000076293945
11.2018,ПАТ ш.Надiя,00178175,ПАТ ш.Надiя,1,Львiвська область,4600000000,ГЖ,12600.0,11800.0,29.813934154197817,33.0
11.2018,ДП Волиньвугiлля,32365965,ш.Бужанська,1,Волинська область,0700000000,ДГ,535.0,10500.0,45.37009345794392,43.0
11.2018,ДП Волиньвугiлля,32365965,ш.N 9 Нововолинська,1,Волинська область,0700000000,ДГ,4180.0,12000.0,27.942822966507176,30.5
10.2018,ДП ш/у Пiвденнодонбаське1,34032208,ДП ш/у Пiвденнодонбаське1,1,Донецька область,1400000000,ДГ,40707.0,33000.0,41.70000076293945,46.29999923706055
10.2018,"ДП ""Шахта ім.М.С.Сургая """,40695853,"ДП ""Шахта ім.М.С.Сургая """,1,Донецька область,1400000000,Г(Г2),42840.0,42000.0,31.600000381469727,43.20000076293945
10.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Родинська""",1,Донецька область,1400000000,ГЖП,720.0,0.0,31.0,
10.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Центральна""",1,Донецька область,1400000000,ГЖП,820.0,2000.0,31.0,30.299999237060547
10.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Капітальна""",1,Донецька область,1400000000,ГЖП,26460.0,42000.0,56.599998474121094,50.29999923706055
10.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""5/6"" ",1,Донецька область,1400000000,Г(Г2),2000.0,4000.0,30.0,36.099998474121094
10.2018,"ДП ""ВК Краснолиманська""",31599557,"ДП ""ВК Краснолиманська""",1,Донецька область,1400000000,,0.0,0.0,,
10.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Курахiвська""",1,Донецька область,1400000000,ДГ,12900.0,12000.0,40.5,40.900001525878906
10.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта 1-3 ""Новогродiвська""",1,Донецька область,1400000000,Г(Г2),430.0,1000.0,19.600000381469727,47.5
10.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Котляревська""",1,Донецька область,1400000000,Г(Г1),240.0,1000.0,15.300000190734863,40.29999923706055
10.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Україна""",1,Донецька область,1400000000,ДГ,4547.0,11000.0,46.29999923706055,43.79999923706055
10.2018,ДП Торецьквугiлля,33839013,"ВП ""Шахта ""Центральна""",1,Донецька область,1400000000,Ж,12373.0,17000.0,34.79999923706055,36.5
10.2018,ДП Торецьквугiлля,33839013,"ВП ""Шахта ""Торецька""",1,Донецька область,1400000000,Ж,6721.0,6500.0,32.29999923706055,34.79999923706055
10.2018,ДП Первомайськвугiлля,32320594,ш.Тошкiвська,1,Луганська область,4400000000,ДГ,640.0,3000.0,20.0,25.299999237060547
10.2018,ДП Первомайськвугiлля,32320594,ш.Гiрська,1,Луганська область,4400000000,Г(Г2),6850.0,15000.0,49.599998474121094,45.20000076293945
10.2018,ДП Первомайськвугiлля,32320594,ш.Золоте,1,Луганська область,4400000000,Г(Г1),40.0,1000.0,44.900001525878906,43.5
10.2018,ДП Первомайськвугiлля,32320594,ш.Карбонiт,1,Луганська область,4400000000,Г(Г2),3100.0,6000.0,25.100000381469727,31.799999237060547
10.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.iм.Г.Г.Капустiна,1,Луганська область,4400000000,ДГ,605.0,1000.0,30.899999618530273,19.5
10.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.Привільняньска,1,Луганська область,4400000000,ДГ,845.0,1000.0,48.5,44.599998474121094
10.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.Новодружеська,1,Луганська область,4400000000,ДГ,217.0,1000.0,39.400001525878906,19.5
10.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.iм.Д.Ф.Мельникова,1,Луганська область,4400000000,ДГ,17200.0,28000.0,51.29999923706055,46.70000076293945
10.2018,ДП Львiввугiлля,32323256,ш.Великомостiвська,1,Львiвська область,4600000000,Г(Г2),23598.0,19000.0,50.900001525878906,50.900001525878906
10.2018,ДП Львiввугiлля,32323256,ш.Межирiчанська,1,Львiвська область,4600000000,Г(Г2),12551.0,9900.0,49.900001525878906,50.5
10.2018,ДП Львiввугiлля,32323256,ш.Вiдродження,1,Львiвська область,4600000000,Г(Г2),11257.0,10700.0,36.5,37.5
10.2018,ДП Львiввугiлля,32323256,ш.Лiсова,1,Львiвська область,4600000000,Г(Г2),26000.0,20300.0,24.5,34.70000076293945
10.2018,ДП Львiввугiлля,32323256,ш.Червоноградська,1,Львiвська область,4600000000,ГЖ,8884.0,18600.0,56.79999923706055,52.29999923706055
10.2018,ДП Львiввугiлля,32323256,ш.Степова,1,Львiвська область,4600000000,Г(Г2),26240.0,23300.0,22.899999618530273,38.20000076293945
10.2018,ПАТ ш.Надiя,00178175,ПАТ ш.Надiя,1,Львiвська область,4600000000,ГЖ,8200.0,11800.0,29.799999237060547,33.0
10.2018,ДП Волиньвугiлля,32365965,ш.Бужанська,1,Волинська область,0700000000,ДГ,3600.0,10500.0,50.5,43.0
10.2018,ДП Волиньвугiлля,32365965,ш.N 9 Нововолинська,1,Волинська область,0700000000,ДГ,5270.0,11600.0,29.299999237060547,30.5
09.2018,ДП ш/у Пiвденнодонбаське1,34032208,ДП ш/у Пiвденнодонбаське1,1,Донецька область,1400000000,ДГ,38677.0,33000.0,39.636685681958895,48.599998474121094
09.2018,"ДП ""Шахта ім.М.С.Сургая """,40695853,"ДП ""Шахта ім.М.С.Сургая """,1,Донецька область,1400000000,Г(Г2),42840.0,42000.0,27.870798445771946,43.20000076293945
09.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Родинська""",1,Донецька область,1400000000,ГЖП,980.0,0.0,30.96530612244898,0.0
09.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Центральна""",1,Донецька область,1400000000,ГЖП,1395.0,2000.0,30.068817204301077,30.299999237060547
09.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Капітальна""",1,Донецька область,1400000000,ГЖП,42000.0,44000.0,58.92071428571428,50.29999923706055
09.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""5/6"" ",1,Донецька область,1400000000,Г(Г2),2035.0,4000.0,31.895823095823097,36.099998474121094
09.2018,"ДП ""ВК Краснолиманська""",31599557,"ДП ""ВК Краснолиманська""",1,Донецька область,1400000000,,0.0,0.0,0.0,0.0
09.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Курахiвська""",1,Донецька область,1400000000,ДГ,12100.0,12000.0,41.04421487603306,41.0
09.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта 1-3 ""Новогродiвська""",1,Донецька область,1400000000,Г(Г2),630.0,1000.0,17.158730158730158,48.20000076293945
09.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Котляревська""",1,Донецька область,1400000000,Г(Г1),1000.0,1000.0,31.23,40.099998474121094
09.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Україна""",1,Донецька область,1400000000,ДГ,3610.0,11000.0,47.729916897506925,42.900001525878906
09.2018,ДП Торецьквугiлля,33839013,"ВП ""Шахта ""Центральна""",1,Донецька область,1400000000,Ж,12371.0,18000.0,34.79136690647482,36.5
09.2018,ДП Торецьквугiлля,33839013,"ВП ""Шахта ""Торецька""",1,Донецька область,1400000000,Ж,6365.0,6000.0,33.0,34.79999923706055
09.2018,ДП Первомайськвугiлля,32320594,ш.Тошкiвська,1,Луганська область,4400000000,ДГ,1050.0,3000.0,18.071428571428573,25.299999237060547
09.2018,ДП Первомайськвугiлля,32320594,ш.Гiрська,1,Луганська область,4400000000,Г(Г2),5650.0,15000.0,40.21061946902655,37.20000076293945
09.2018,ДП Первомайськвугiлля,32320594,ш.Золоте,1,Луганська область,4400000000,Г(Г1),20.0,1000.0,44.7,43.5
09.2018,ДП Первомайськвугiлля,32320594,ш.Карбонiт,1,Луганська область,4400000000,Г(Г2),5010.0,5000.0,20.360279441117765,31.799999237060547
09.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.iм.Г.Г.Капустiна,1,Луганська область,4400000000,ДГ,1016.0,1000.0,31.011811023622048,19.5
09.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.Привільняньска,1,Луганська область,4400000000,ДГ,1170.0,1000.0,48.73931623931624,44.599998474121094
09.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.Новодружеська,1,Луганська область,4400000000,ДГ,250.0,1000.0,39.18,19.5
09.2018,"ПАТ ""Лисичанськвугiлля""",32359108,ш.iм.Д.Ф.Мельникова,1,Луганська область,4400000000,ДГ,24650.0,28000.0,51.671196754563894,46.70000076293945
09.2018,ДП Львiввугiлля,32323256,ш.Великомостiвська,1,Львiвська область,4600000000,Г(Г2),22402.0,18900.0,48.161503437193105,50.900001525878906
09.2018,ДП Львiввугiлля,32323256,ш.Межирiчанська,1,Львiвська область,4600000000,Г(Г2),14546.0,13000.0,45.62367661212704,51.099998474121094
09.2018,ДП Львiввугiлля,32323256,ш.Вiдродження,1,Львiвська область,4600000000,Г(Г2),11252.0,10700.0,36.34269463206541,36.599998474121094
09.2018,ДП Львiввугiлля,32323256,ш.Лiсова,1,Львiвська область,4600000000,Г(Г2),25300.0,19400.0,28.31620553359684,34.70000076293945
09.2018,ДП Львiввугiлля,32323256,ш.Червоноградська,1,Львiвська область,4600000000,ГЖ,12000.0,18100.0,54.698,55.0
09.2018,ДП Львiввугiлля,32323256,ш.Степова,1,Львiвська область,4600000000,Г(Г2),26300.0,22600.0,28.92661596958175,38.20000076293945
09.2018,ПАТ ш.Надiя,00178175,ПАТ ш.Надiя,1,Львiвська область,4600000000,ГЖ,7200.0,11400.0,29.875461167139363,33.0
09.2018,ДП Волиньвугiлля,32365965,ш.Бужанська,1,Волинська область,0700000000,ДГ,4000.0,13600.0,47.85,43.0
09.2018,ДП Волиньвугiлля,32365965,ш.N 9 Нововолинська,1,Волинська область,0700000000,ДГ,2720.0,10900.0,28.139705882352942,30.5
08.2018,ДП ш/у Пiвденнодонбаське1,34032208,ДП ш/у Пiвденнодонбаське1,1,Донецька область,1400000000,ДГ,40277.0,33000.0,41.244176441689575,48.599998474121094
08.2018,"ДП ""Шахта ім.М.С.Сургая """,40695853,"ДП ""Шахта ім.М.С.Сургая """,1,Донецька область,1400000000,Г(Г2),28250.0,28000.0,29.745132959416484,43.20000076293945
08.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Родинська""",1,Донецька область,1400000000,ГЖП,1070.0,0.0,30.974766355140186,0.0
08.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Центральна""",1,Донецька область,1400000000,ГЖП,1580.0,2000.0,30.34746835443038,30.299999237060547
08.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""Капітальна""",1,Донецька область,1400000000,ГЖП,37500.0,44000.0,58.0832,50.29999923706055
08.2018,ДП Мирноградвугілля,32087941,"ВП ""Шахта ""5/6"" ",1,Донецька область,1400000000,Г(Г2),1160.0,2000.0,30.280172413793103,36.099998474121094
08.2018,"ДП ""ВК Краснолиманська""",31599557,"ДП ""ВК Краснолиманська""",1,Донецька область,1400000000,,0.0,0.0,0.0,0.0
08.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Курахiвська""",1,Донецька область,1400000000,ДГ,11600.0,11400.0,40.272413793103446,41.0
08.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта 1-3 ""Новогродiвська""",1,Донецька область,1400000000,Г(Г2),870.0,900.0,15.355172413793104,48.20000076293945
08.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Котляревська""",1,Донецька область,1400000000,Г(Г1),730.0,700.0,28.72739726027397,40.099998474121094
08.2018,ДП Селидiввугiлля,33426253,"ВП ""Шахта ""Україна""",1,Донецька область,1400000000,ДГ,10720.0,12000.0,43.784048507462686,42.900001525878906
08.2018,ДП Торецьквугiлля,33839013,"ВП ""Шахта ""Центральна""",1,Донецька область,1400000000,Ж,14641.0,17000.0,35.151765589782116,36.5
08.2018,ДП Торецьквугiлля,33839013,"ВП ""Шахта ""Торецька""",1,Донецька область,1400000000,Ж,6021.0,6000.0,33.01843547583458,34.79999923706055
08.2018,ДП Первомайськвугiлля,32320594,ш.Тошкiвська,1,Луганська область,4400000000,ДГ,1500.0,3000.0,17.22,25.299999237060547
08.2018,ДП Первомайськвугiлля,32320594,ш.Гiрська,1,Луганська область,4400000000,Г(Г2),8500.0,15000.0,42.188235294117646,45.70000076293945
08.2018,ДП Первомайськвугiлля,32320594,ш.Золоте,1,Луганська область,4400000000,Г(Г1),40.0,4000.0,48.5,43.5
